longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,class
-117.49,11.9,7,10115,1118,5171,1094,1.6071,159100,1
-117.48,11.91,11,1611,666,1869,649,4.1107,141100,1
-117.44,11.88,5,1589,151,1109,160,6.8089,114100,1
-117.51,11.89,16,5418,1005,1690,1088,4.0556,158000,1
-117.51,11.88,14,1044,601,1541,564,4.111,111800,1
-117.51,11.88,11,711,178,770,165,1.5656,101500,1
-117.51,11.88,11,1855,667,1451,614,1.1111,91000,1
-117.5,11.87,4,6755,1017,1866,850,5.0491,119800,1
-117.56,11.88,16,818,110,711,180,1.4861,96100,1
-117.58,11.89,14,1711,404,1169,151,1.1654,107900,1
-117.55,11.88,19,1471,618,1141,610,1.1171,108800,1
-117.57,11.87,11,1076,517,1174,480,1.1197,118100,1
-117.56,11.88,40,1196,194,1051,158,1.0681,111000,1
-117.57,11.88,15,1755,446,1451,418,1.116,119400,1
-117.57,11.88,19,679,164,769,179,1.1016,110600,1
-117.58,11.87,41,765,171,590,177,1.6875,111500,1
-117.59,11.88,7,1586,959,1695,877,1.4187,117000,1
-117.59,11.88,11,1119,849,1751,811,1.6111,107000,1
-117.58,11.88,16,1719,478,1115,410,1.1969,116100,1
-117.57,11.87,17,611,156,441,115,1.1111,111800,1
-117.57,11.87,17,1786,187,919,178,5.1919,165000,1
-117.58,11.87,17,1771,449,1685,461,5.0464,161900,1
-117.58,11.87,10,701,111,156,115,1.1917,144100,1
-117.58,11.87,14,1511,171,771,165,1.5111,141100,1
-117.55,11.85,4,8107,1171,1887,1104,4.8686,195100,1
-117.56,11.81,18,895,117,146,115,5.4788,119100,1
-117.58,11.85,6,16411,1640,8111,1551,5.1861,195100,1
-117.54,11.81,6,101,19,75,18,4.115,116700,1
-117.55,11.81,6,501,76,118,65,4.1186,500001,1
-117.6,11.85,9,6518,955,1918,891,5.1006,111400,1
-117.56,11.86,15,6964,1066,1140,1016,5.1898,177100,1
-117.55,11.87,18,8116,1584,4976,1516,1.9414,117100,1
-117.64,11.88,11,8010,1166,1910,1109,5.516,104800,1
-117.6,11.87,18,6450,1165,1716,1111,4.1711,150100,1
-117.6,11.86,11,1949,471,1671,477,5.195,161000,1
-117.6,11.87,15,7616,1570,1811,1415,1.4419,118100,1
-117.64,11.87,1,17470,1717,5964,1985,6.1108,157900,1
-117.51,11.84,10,688,146,575,144,1.55,111000,1
-117.51,11.81,11,1197,400,1147,401,4.46,189800,1
-117.51,11.81,7,1191,114,1156,110,5.5161,195600,1
-117.54,11.76,5,5846,1015,1158,1001,4.7965,160800,1
-117.51,11.81,14,1776,580,1877,559,5.1165,115000,1
-117.16,11.88,15,1857,411,1161,181,4.6875,189800,1
-117.11,11.9,1,11817,1841,4616,1451,5.1511,187800,1
-117.14,11.89,17,1678,194,1115,167,5.161,111100,1
-117.18,11.89,11,1964,514,1707,549,5.1614,167900,1
-117.16,11.88,10,5600,848,1571,788,5.0146,140500,1
-117.16,11.86,16,1171,115,659,116,1.1101,110000,1
-117.11,11.87,14,1100,115,1001,111,5.1045,161100,1
-117.1,11.85,15,1991,751,1117,657,1.9541,117900,1
-117.18,11.85,16,1498,701,1171,671,1.1119,118000,1
-117.41,11.81,11,4770,718,1985,661,4.1171,195100,1
-117.4,11.76,8,1954,110,971,111,4.4875,149100,1
-117.4,11.85,9,7518,1115,1450,1077,5.4615,111600,1
-117.16,11.84,11,1159,109,511,159,1.7111,111100,1
-117.11,11.87,15,816,118,440,114,4.8115,171900,1
-117.18,11.89,11,6981,1171,5650,1195,1.5179,151700,1
-117.14,11.96,15,6417,1198,1805,1105,4.1881,184500,1
-117.11,11.96,19,1116,666,1161,619,1.7585,144500,1
-117.14,11.94,10,4589,594,1660,595,7.4141,116500,1
-117.14,11.94,11,7910,,1181,1176,5.5561,114500,1
-117.11,11.94,7,11111,1791,4118,1644,5.1711,116500,1
-117.11,11.98,51,1417,151,881,100,1.9511,161500,1
-117.11,11.97,8,151,19,1175,10,1.615,161500,1
-117.14,14,17,111,64,114,67,1.175,101600,1
-117.14,11.98,10,17186,4951,9851,4616,1.7579,101400,1
-117.11,11.99,17,5464,850,1400,816,4.711,111500,1
-117.11,11.97,18,1410,691,1501,656,1.4896,140100,1
-117.19,11.97,4,18767,1011,8805,1711,4.6667,160600,1
-117.15,14.01,11,1707,769,1918,658,1.715,95100,1
-117.14,14.01,18,1681,708,1047,616,1.175,85400,1
-117.11,14.01,11,1011,517,1580,511,4.4061,119900,1
-117.14,11.95,11,6617,1118,1710,1087,4.7877,111600,1
-117.11,11.94,7,11195,1696,6761,1417,1.5851,141000,1
-117.15,11.95,5,11096,1108,6780,1180,4.1775,118700,1
-117.11,11.96,5,9179,1161,4571,1194,5.151,161100,1
-117.11,11.95,5,8401,1140,1961,1150,5.1174,155500,1
-117.14,11.94,5,4871,619,1947,568,6.1111,111100,1
-117.11,11.97,1,18156,1517,8417,1141,5.6409,197700,1
-117.18,11.94,10,971,111,771,119,1.1115,115700,1
-117.18,11.91,15,1611,841,1711,766,1.1574,86900,1
-117.17,11.91,11,8441,1744,4885,1470,1.0907,117100,1
-117.17,11.91,1,117,55,115,49,1.1041,164800,1
-117.14,11.94,15,1569,411,1111,169,1.6111,111900,1
-117.14,11.91,11,7105,1447,4510,1111,1.1705,111100,1
-117.15,11.91,8,10110,1761,5804,1701,4.1654,117600,1
-117.15,11.91,7,9811,1914,5595,1719,4.1481,114600,1
-117.11,11.91,9,11654,1100,7596,1117,4.0471,117100,1
-117.11,11.89,5,11775,1011,6686,1911,4.1951,116600,1
-117.11,11.94,8,1405,517,1594,517,1.0789,114100,1
-117.11,11.91,14,5104,1016,1511,971,1.1148,117000,1
-117.11,11.91,5,16884,1865,9509,1688,4.0918,110900,1
-117.11,11.91,4,10001,1468,5419,1197,5.0111,151600,1
-117.16,11.91,11,1116,501,1610,501,4.7568,141500,1
-117.11,11.9,8,8101,1461,5155,1170,4.0467,111500,1
-117.11,11.89,4,1611,119,175,84,1.5781,144400,1
-117.19,11.9,1,11060,1166,9611,1811,4.189,141000,1
-117.11,11.87,16,56,7,19,14,1.615,500001,1
-117.14,11.85,8,1011,101,606,179,1.8194,116100,1
-117.17,11.81,7,77,11,64,15,4.6,187500,1
-117.1,11.81,14,1165,110,611,171,1.6618,161100,1
-117.11,11.81,1,1414,151,681,191,4.0811,100000,1
-117.11,11.81,1,4198,805,1941,671,1.9051,111100,1
-117.11,11.81,4,9911,1946,5145,1661,1.4117,111700,1
-117.11,11.71,16,8476,1758,1711,1417,1.1848,97900,1
-117.1,11.71,8,5518,1071,1674,918,1.5115,110100,1
-117.1,11.71,16,5171,1079,1571,911,1.9911,98600,1
-117.1,11.71,14,4110,910,1181,819,1.0881,81100,1
-117.1,11.7,11,6111,1196,1984,1114,1.1176,91400,1
-117.19,11.7,14,5781,1156,1990,1151,1.9014,81500,1
-117.19,11.69,1,6484,1017,1195,1074,4.5881,116400,1
-117.17,11.68,8,16111,4071,9160,1161,5.1118,118900,1
-117.15,11.7,10,5156,941,1194,747,1.58,111400,1
-117.11,11.68,10,1659,650,1476,515,1.8869,115900,1
-117.11,11.66,11,1869,156,1007,111,1.115,117100,1
-117.17,11.66,1,7401,1187,1816,819,4.1186,177100,1
-117.07,11.67,11,919,187,557,190,1.175,145800,1
-117.11,11.81,14,1715,500,1540,464,1.8016,119600,1
-117.11,11.78,11,1914,119,910,104,4.1875,161100,1
-117.08,11.81,6,1771,191,915,179,4.065,148100,1
-117.18,11.78,7,1697,414,808,154,1.1417,169100,1
-117.11,11.75,17,4174,851,1845,780,1.1618,96100,1
-117.16,11.76,11,4914,919,1508,840,1.615,155400,1
-117.11,11.74,7,1810,186,911,155,1.5111,109100,1
-117.06,11.78,17,1811,565,1145,488,1.5847,145100,1
-117.14,11.81,11,4496,756,1044,695,1.1778,148800,1
-117.11,11.8,1,5184,910,1701,719,4.0717,116500,1
-117.09,11.71,11,1974,416,1176,408,1.971,90500,1
-117.07,11.71,16,4918,960,1111,851,1.7981,111500,1
-117.11,11.74,18,4799,1015,1966,944,1.1181,71100,1
-117.15,11.7,1,6105,1165,1489,1151,1.1119,111500,1
-117.16,11.71,10,1181,454,1111,477,1.6111,140700,1
-117.11,11.79,17,1118,759,1016,671,1.1969,89100,1
-117.11,11.78,11,1465,701,1671,607,1.9767,81500,1
-117.11,11.77,5,1108,496,1666,461,1,81000,1
-117.19,11.81,15,4171,804,1191,711,1.4661,118100,1
-117.11,11.8,11,1196,576,1757,551,4.0981,171100,1
-117.16,11.81,11,4149,911,1405,846,1.1549,146500,1
-117.14,11.77,9,6907,1179,1665,1190,1.8401,104100,1
-117.11,11.75,19,1171,678,1104,606,1.1484,119100,1
-117.17,11.77,16,1876,576,1859,545,1.0878,101100,1
-117.19,11.71,19,1148,417,1107,168,1.817,110000,1
-117.18,11.71,11,1161,115,640,110,1.1667,114600,1
-117.19,11.69,5,6519,997,1464,1006,5.1175,168700,1
-117.17,11.7,8,4145,865,1415,785,1.1481,111800,1
-117.14,11.71,10,1591,486,1155,415,1.1511,154100,1
-117.11,11.67,9,981,169,596,156,1.1811,157400,1
-117.15,11.69,11,1119,116,581,190,1.101,111100,1
-117.11,11.67,17,4176,1001,1667,870,1.9194,100600,1
-117.15,11.68,10,516,107,181,96,4.1788,115000,1
-117.18,11.67,9,11188,1718,7115,1150,1.175,111800,1
-117.18,11.67,17,10145,1106,4776,1749,1.1411,111600,1
-117.15,11.64,11,6859,1515,1405,1151,1.5195,109100,1
-117.19,11.61,7,16010,1716,7119,1416,1.8056,161100,1
-117.18,11.66,15,4571,918,1511,811,1.6949,161600,1
-117.41,11.55,8,446,61,188,68,9.4156,465600,1
-117.16,11.6,10,4097,811,1081,711,1.1158,159100,1
-117.15,11.65,10,1651,116,715,111,1.5115,155600,1
-117.19,11.64,11,1481,165,757,141,1.115,110700,1
-117.11,11.61,7,7711,1114,1975,1161,1.6171,150900,1
-117.1,11.58,1,10450,5011,9419,1197,4.5916,174100,1
-117.16,11.61,1,1744,418,1111,166,4.7944,115100,1
-117.11,11.61,1,1569,411,1111,188,4.1651,145600,1
-117.16,11.57,1,10191,1145,7111,1716,1.9441,187100,1
-117.16,11.54,4,4951,1000,1911,941,1.7518,147500,1
-117.05,11.51,5,1471,510,1541,501,4.8081,147700,1
-116.96,11.51,9,1801,471,1155,411,4.115,191100,1
-117.1,11.56,6,1868,189,750,147,4.1811,107600,1
-117.01,11.6,7,1971,151,964,117,1.144,117100,1
-116.96,11.61,8,1001,167,188,140,4.1917,111900,1
-117.11,11.48,5,1585,147,510,181,6.9116,491100,1
-117.19,11.51,6,108,18,41,17,1.475,187500,1
-117.18,11.51,11,170,41,110,41,6.991,500001,1
-117.11,11.49,4,11988,4055,8814,1151,1.9961,191100,1
-117.11,11.51,4,10401,4957,11151,4119,4.5841,111100,1
-117.15,11.45,4,9089,1411,1886,1141,4.6904,174100,1
-116.99,11.46,11,1614,410,846,170,1.81,41000,1
-117.11,11.57,6,11714,1169,5860,1986,1.9617,181000,1
-117.17,11.55,4,6111,890,1088,711,5.5151,419000,1
-117.11,11.51,4,966,111,111,91,5.1066,500001,1
-117.01,11.71,6,8178,1579,1061,1446,1.0041,114700,1
-116.91,11.71,19,6807,1164,1701,1055,1.1591,189700,1
-116.89,11.71,15,1094,116,917,177,5.1611,101100,1
-116.95,11.68,11,1181,178,541,147,4.4791,171900,1
-116.9,11.65,15,651,149,148,97,1.1071,91800,1
-116.91,11.61,18,197,89,119,80,1.8115,141800,1
-116.99,11.71,11,16148,1474,6159,1111,1.9961,97800,1
-116.9,11.74,14,1181,416,894,410,1.1711,117900,1
-116.95,11.75,19,1118,571,1190,507,1.0714,85800,1
-116.95,11.75,11,4676,1096,1770,1057,1.7847,109500,1
-116.91,11.75,14,6017,1148,1116,1016,1.964,111500,1
-116.91,11.74,15,1757,666,1691,654,1.6806,111800,1
-116.95,11.74,10,1111,411,1014,199,1.4554,89400,1
-116.96,11.71,10,4715,971,1106,904,1.069,87000,1
-116.95,11.71,11,4587,810,1111,765,1.1171,94500,1
-116.95,11.74,18,1996,405,1170,400,1.7081,91100,1
-116.94,11.74,19,1901,445,1414,475,4.6406,118900,1
-116.94,11.71,17,5160,851,1144,781,1.7175,110000,1
-116.91,11.71,11,1601,571,1644,515,4.0411,111100,1
-116.96,11.75,15,1169,757,1118,705,1.5898,76100,1
-116.97,11.74,11,1711,618,1519,619,1.941,86100,1
-116.97,11.75,11,1740,965,1011,814,1.1019,77500,1
-116.99,11.75,18,9601,1401,4001,1106,1.4166,77000,1
-116.98,11.74,15,4951,1061,1589,1014,1.8446,85700,1
-116.97,11.74,10,1674,791,1498,758,1.1161,76900,1
-116.96,11.74,19,1649,755,1717,696,1.1115,87600,1
-116.94,11.77,14,7140,1410,1708,1140,1.4145,117600,1
-117.01,11.75,15,1871,901,1094,659,1.8015,105100,1
-116.95,11.76,10,6890,1701,1141,1451,1.7079,95900,1
-116.98,11.77,11,5819,1109,1711,1118,1.9707,107900,1
-116.99,11.76,11,7616,1704,1811,1554,1.1711,69400,1
-117,11.74,8,5110,1519,1141,1107,1.1101,94400,1
-117.01,11.71,14,1700,750,1171,695,1.9476,111500,1
-116.99,11.77,7,10151,1007,1559,1689,1.1915,111100,1
-117.01,11.76,10,1117,101,451,158,1.8191,110700,1
-116.98,11.81,15,1118,471,651,150,1.681,119100,1
-117.01,11.81,10,6117,1115,1615,1094,1.1,108900,1
-116.95,11.79,8,10997,1105,5060,1949,1.1979,95100,1
-116.95,11.79,10,1199,546,1716,541,1.8845,77700,1
-116.96,11.79,11,1990,691,1108,660,1.0115,81000,1
-116.97,11.78,14,1680,606,1718,517,1.515,74800,1
-116.95,11.78,14,1409,804,1919,719,1.7101,74000,1
-116.89,11.79,11,701,110,414,110,1.0577,56700,1
-116.87,11.76,5,4116,761,1714,717,1.5611,110800,1
-116.88,11.74,10,1111,611,1000,508,1.5981,140000,1
-116.89,11.75,11,1719,518,910,485,1.0154,81700,1
-116.91,11.75,11,10886,1117,4166,1955,1.1169,111400,1
-116.86,11.71,11,1604,441,978,417,1.911,170700,1
-117.04,14,15,1750,781,1594,785,1.4167,104900,1
-117.06,14,11,1575,116,879,181,1.5157,94400,1
-117.04,14,11,4614,851,1174,811,1.5155,111100,1
-116.99,11.99,11,4117,658,1849,619,4.7156,195900,1
-117.01,11.97,18,4775,886,1868,816,1.1155,118800,1
-116.95,11.97,14,5110,974,1947,841,1.1191,116100,1
-116.97,11.96,11,5876,1111,1991,1151,1.4111,111100,1
-117.11,11.98,15,1154,111,715,101,1.7144,149000,1
-117.01,11.95,5,1811,167,798,111,1.8781,105100,1
-117.01,11.89,6,78,11,17,10,1.115,187500,1
-116.96,11.94,11,1999,497,1104,479,1.4061,81900,1
-116.99,11.91,16,501,69,191,59,1.7081,147500,1
-116.86,11.97,11,658,111,176,110,1.1977,58000,1
-116.79,11.99,16,119,68,111,67,1.4688,90000,1
-116.77,11.91,19,1107,515,1166,417,1.6875,61000,1
-116.81,11.9,17,1009,469,810,181,1.1186,81800,1
-116.89,11.86,1,6900,1118,1950,980,1.0417,146100,1
-116.95,11.86,1,6,1,8,1,1.615,55000,1
-116.86,11.84,18,511,118,174,74,1.7788,91100,1
-116.98,11.94,17,1459,640,1760,654,1.4545,89800,1
-116.98,11.91,40,1177,498,1191,451,1.9471,71100,1
-116.97,11.94,19,1197,611,1711,601,1.0411,91100,1
-116.97,11.91,19,1791,711,1581,616,1.414,71100,1
-116.98,11.91,11,176,81,167,88,1.1581,68100,1
-116.9,11.98,10,1915,671,1810,641,1.6119,98600,1
-116.91,11.91,11,7804,1594,1197,1469,1.0549,95600,1
-116.89,11.91,19,4549,916,1494,911,1.0976,71600,1
-116.88,11.91,17,1495,419,865,141,1.1188,55000,1
-116.9,11.91,14,1181,718,1810,647,1.1111,71800,1
-116.91,14,18,551,100,115,81,5.5,191800,1
-116.87,11.94,15,4448,906,1716,841,1.118,71400,1
-116.87,11.91,11,1141,811,1589,711,1.4556,54600,1
-116.87,11.91,17,1858,161,1611,110,1.7516,71100,1
-116.89,11.91,10,1651,611,1967,598,1.6641,81000,1
-116.75,11.81,16,5177,1070,657,176,1.1111,141400,1
-116.8,11.8,15,114,61,158,19,1.4167,100000,1
-116.71,11.75,15,10665,1161,1874,851,1.0615,150500,1
-116.68,11.71,11,1460,711,658,155,1.5881,161100,1
-116.74,11.61,11,1185,661,681,141,1.9141,114100,1
-116.8,11.51,1,810,145,171,104,1.8181,161500,1
-116.89,11.48,14,1016,119,441,169,1.8071,117500,1
-116.87,11.57,11,1151,165,446,195,1.018,118100,1
-116.71,11.56,11,1166,681,1150,475,1.155,111900,1
-116.48,11.61,8,1194,171,457,199,1.9167,115100,1
-116.57,11.64,10,489,81,181,74,6.1701,145500,1
-116.76,11.46,6,1151,168,544,116,1.0694,171400,1
-116.41,11.51,16,186,48,101,19,1.5615,101100,1
-116.6,11.49,16,1710,817,1146,591,1.181,111500,1
-116.69,11.5,11,1187,155,441,179,1.9107,155700,1
-116.19,11.81,15,11115,1157,4111,1651,1.7119,74400,1
-116.71,11.94,11,549,109,109,90,1.0108,66100,1
-116.51,11.89,11,1184,106,517,111,1.95,61000,1
-116.61,11.91,15,111,71,157,61,1.8056,68100,1
-116.57,11.94,19,551,166,114,107,1.1917,50000,1
-116.57,14,10,160,67,69,50,1.5108,76600,1
-116.44,11.91,17,5191,1166,1101,599,1.6849,88400,1
-116.16,11.88,11,11557,1098,1451,1111,1.7844,78500,1
-116.51,11.97,11,1911,754,1901,665,1.1616,89600,1
-116.51,11.96,16,4911,1195,1518,1111,1.4665,61100,1
-116.51,11.95,18,1990,648,1180,511,1.615,68100,1
-116.5,11.95,10,7149,1881,4174,1611,1.6981,66600,1
-116.51,11.94,11,1169,780,1115,584,1.7188,66000,1
-116.48,11.96,11,1181,100,644,148,1.1181,89400,1
-116.47,11.94,18,1111,471,919,188,1.1578,85100,1
-116.48,11.94,10,1154,911,911,486,1.8,81000,1
-116.5,11.98,5,4111,868,1410,567,4.0417,146400,1
-116.51,11.84,16,980,191,454,185,4.0719,100000,1
-116.61,11.89,11,1540,164,610,168,1.5117,71000,1
-116.51,11.84,17,4465,859,851,445,1.6875,110400,1
-116.54,11.87,16,1648,1015,1687,581,1.9167,70400,1
-116.57,11.84,18,7961,1651,1009,911,1.1897,110100,1
-116.51,11.85,16,10077,1186,1048,1117,1.9647,110900,1
-116.55,11.84,18,1991,561,676,146,5.7611,500001,1
-116.51,11.84,18,8199,1819,1470,1140,1.5885,159000,1
-116.51,11.85,11,7559,1444,1189,1105,1.4886,111500,1
-116.5,11.81,16,141,85,19,14,1.1041,87500,1
-116.49,11.81,17,1116,616,1161,511,1.9569,65900,1
-116.51,11.81,11,10117,1115,1611,1714,1.5111,145100,1
-116.54,11.81,11,9481,1501,1715,1100,1.5595,115600,1
-116.56,11.81,16,1765,199,451,164,1.6081,111900,1
-116.48,11.8,15,1004,615,417,110,1.6667,90000,1
-116.5,11.81,16,5011,1119,1086,1181,1.5199,94800,1
-116.51,11.81,11,11196,1551,1548,1165,1.4194,161100,1
-116.54,11.81,11,6814,1714,1618,1141,1.1176,114100,1
-116.54,11.81,14,6087,1117,1711,811,1.1491,199400,1
-116.49,11.8,11,8789,1875,1174,688,1.7196,148900,1
-116.54,11.8,11,6050,1187,1411,890,1.1116,181900,1
-116.57,11.76,15,1616,547,581,141,1.1164,101600,1
-116.5,11.69,10,4810,1074,1104,740,1.15,148100,1
-116.54,11.79,18,9174,1780,1678,919,1.9717,115600,1
-116.51,11.78,18,1547,461,411,114,1.5489,110500,1
-116.51,11.88,5,4411,761,1906,667,4.6855,115100,1
-116.48,11.84,5,5480,1171,1050,485,1.7104,117500,1
-116.48,11.79,14,9415,1010,1711,1000,1.6198,145100,1
-116.47,11.84,1,9169,1511,1818,1170,4.1111,141500,1
-116.46,11.81,6,4861,910,1010,818,1.9508,104100,1
-116.47,11.81,7,10105,1481,6174,1095,1.4497,90900,1
-116.46,11.79,10,6960,1487,1110,661,1.1411,116400,1
-116.41,11.81,8,6710,1141,1069,781,1.5111,115100,1
-116.41,11.79,11,7095,1160,1179,570,4.9444,185000,1
-116.41,11.78,17,4191,711,1091,464,6.1417,111100,1
-116.45,11.78,16,5118,991,1177,619,1.0859,114600,1
-116.41,11.76,14,16911,1817,1514,1161,7.6181,141700,1
-116.4,11.78,8,1059,500,611,108,6.8719,159100,1
-116.45,11.8,9,5514,1106,1181,1008,1.6161,99100,1
-116.16,11.78,6,14111,4511,4176,1111,1.1799,119100,1
-116.18,11.74,7,17579,1479,1581,1810,4.084,194500,1
-116.11,11.75,5,19107,1911,1880,1176,4.016,158500,1
-116.11,11.71,19,11467,1508,4086,1761,1.1846,111900,1
-116.46,11.78,15,1117,414,604,140,1.1801,55000,1
-116.46,11.78,11,1565,745,1101,618,1.5477,81000,1
-116.47,11.77,16,4100,767,1557,669,4.4107,111500,1
-116.47,11.78,17,1781,441,759,140,1.1161,111600,1
-116.18,11.71,10,11816,1405,1811,1570,4.0079,114500,1
-116.17,11.71,17,8616,1859,1497,1117,1.111,111100,1
-116.19,11.71,19,7646,1618,1496,1075,1.5569,118000,1
-116.18,11.71,17,11509,1460,1717,1411,4.5556,158100,1
-116.19,11.69,10,11659,1007,1186,1081,6.9811,118800,1
-116.17,11.71,19,6190,1155,1141,1041,1.0011,151100,1
-116.44,11.77,18,4871,1110,955,656,1.1419,97500,1
-116.41,11.75,14,1596,418,471,117,1.7717,500001,1
-116.44,11.74,5,846,149,117,67,7.9885,401100,1
-116.41,11.74,15,1475,476,910,187,1.1619,168800,1
-116.41,11.74,17,4189,891,958,440,1.4659,177800,1
-116.41,11.68,15,1895,781,900,519,1.1108,118100,1
-116.17,11.69,7,8806,1541,858,448,7.8005,118100,1
-116.11,11.71,11,11117,1000,1450,1119,7.4181,151100,1
-116.19,11.67,11,5048,841,881,191,5.6918,111100,1
-116.1,11.68,10,1187,481,861,104,1.8881,117500,1
-116.11,11.67,15,1114,410,1151,150,1.9187,91400,1
-116.11,11.67,11,4686,851,1466,711,1.1111,91800,1
-116.11,11.66,7,4497,811,1148,711,1.6154,98000,1
-116.11,11.65,8,1079,558,1571,474,4.5918,101600,1
-116.16,11.71,10,9404,1817,1108,1181,1.1086,105800,1
-116.15,11.69,5,1664,444,907,174,1.7667,91900,1
-116.11,11.7,9,1861,849,815,401,1.1811,114700,1
-116.14,11.76,9,1961,595,966,175,1.8115,96700,1
-116.19,11.74,6,11991,1555,4571,1916,4.7195,199100,1
-116.19,11.71,5,1584,760,1097,470,1.1771,167400,1
-116.15,11.81,14,880,187,507,169,1.4581,67500,1
-116.15,11.75,11,178,91,175,81,1.015,50000,1
-116.14,11.71,15,5116,1019,1715,915,1.775,91400,1
-116.14,11.71,10,9011,1114,5515,1845,1.7598,95000,1
-116.14,11.71,14,1774,566,1510,505,1.0681,104100,1
-116.11,11.74,16,4110,858,1918,815,1.1107,69400,1
-116.11,11.75,11,894,,810,101,1.0671,68100,1
-116.11,11.71,18,1488,714,1891,676,1.1169,68900,1
-116.11,11.71,18,1695,151,1179,105,1.1117,68500,1
-116.11,11.71,19,1111,111,918,119,1.8648,71100,1
-116.11,11.71,19,1114,787,1157,771,1.7081,81100,1
-116.11,11.71,18,816,158,979,145,1.7171,58800,1
-116.1,11.7,16,1199,615,1654,515,1.1989,60600,1
-116.11,11.71,11,4981,1116,1779,1186,1.7805,76900,1
-116.11,11.71,17,4874,1149,5011,1141,1.444,90000,1
-116.15,11.69,11,197,54,111,70,1.9186,111500,1
-116.11,11.64,10,1171,154,1548,155,1.0871,84700,1
-116.15,11.64,10,1711,499,1896,441,1.6557,65400,1
-116.1,11.61,11,1151,171,1077,115,1.5,96100,1
-116.11,11.66,19,1596,195,1101,181,1.8846,100900,1
-116.11,11.68,14,584,176,615,166,1.5809,100000,1
-116.15,11.68,16,916,189,118,118,1.0114,166700,1
-116.16,11.65,1,7417,1111,574,101,10.1948,181400,1
-116.17,11.51,11,1711,511,1978,441,1.1187,58600,1
-116.11,11.51,17,1411,810,1971,685,1.654,100000,1
-116.01,11.51,14,1985,958,4041,905,1.7144,66400,1
-115.84,11.49,10,1660,179,617,150,1.0147,68900,1
-116.16,11.68,11,1110,177,1114,160,1.1679,61400,1
-116.17,11.67,18,1585,800,1871,788,1.5714,65900,1
-116.17,11.66,11,619,101,664,151,1.9106,47500,1
-116.19,11.67,16,1859,476,1994,477,1.7197,67500,1
-116.18,11.67,15,1888,654,1940,660,1.1141,66700,1
-116.18,11.69,17,89,19,79,11,1.175,155000,1
-116.19,11.69,11,5691,1146,5681,1171,1.5181,74000,1
-116.08,11.86,16,181,89,181,75,1.415,76100,1
-115.11,11.54,18,1706,197,1414,181,1.615,51500,1
-114.67,11.91,17,97,14,19,15,1.1656,17500,1
-115.58,11.88,11,1161,181,714,186,1.1817,71700,1
-114.98,11.81,15,644,119,117,51,1.1097,71100,1
-114.49,11.97,17,1809,615,81,45,1.6154,87500,1
-114.65,11.6,18,1678,111,666,156,1.9651,94900,1
-114.68,11.49,10,1491,160,1115,101,1.6195,44400,1
-114.56,11.69,17,710,174,111,117,1.6509,85700,1
-114.57,11.64,14,1501,117,515,116,1.1917,71400,1
-114.57,11.57,10,1454,116,614,161,1.915,65500,1
-114.57,11.51,17,171,15,117,14,1.0811,45000,1
-114.59,11.61,14,4789,1175,1114,1056,1.1781,58400,1
-114.61,11.61,16,1187,161,1115,141,1.1759,61500,1
-114.6,11.61,16,1741,801,1414,814,1.6797,86500,1
-114.58,11.61,19,1187,116,671,119,1.1418,74000,1
-114.61,11.61,16,18,1,5,1,0.516,175000,1
-114.58,11.61,15,1907,680,1841,611,1.6768,81400,1
-114.6,11.6,11,1988,481,1181,417,1.615,61000,1
-111.41,18.58,15,5198,954,1911,918,1.9167,155700,1
-111.41,18.57,18,1507,446,888,448,4.0971,161700,1
-111.41,18.57,18,1878,118,710,141,1.7711,161400,1
-111.44,18.58,41,1806,119,764,141,1.9171,147100,1
-111.41,18.57,46,1441,476,919,457,1.5891,141000,1
-111.44,18.57,51,1080,545,975,495,1.776,164500,1
-111.44,18.58,41,1114,415,891,446,1.0108,148800,1
-111.45,18.58,44,1114,415,796,188,1.4914,151900,1
-111.45,18.57,48,1961,156,704,161,1.5111,147900,1
-111.46,18.58,51,4408,807,1604,777,1.8914,181600,1
-111.46,18.58,40,1194,197,689,151,1.7765,109800,1
-111.47,18.58,44,1091,555,878,518,1.5911,115100,1
-111.47,18.58,41,1807,951,1484,850,1.1166,117500,1
-111.47,18.58,51,1015,481,904,459,1.6976,109100,1
-111.48,18.58,51,576,146,171,117,1.01,94100,1
-111.48,18.58,48,1414,744,1181,661,1.6177,140600,1
-111.49,18.58,51,1151,664,1146,601,1.4014,90100,1
-111.48,18.59,51,1186,141,1018,110,1.6116,70500,1
-111.49,18.59,10,461,180,486,190,1.0111,85000,1
-111.49,18.58,51,1000,114,456,150,1.4175,168800,1
-111.5,18.58,5,761,106,1011,195,0.7516,161500,1
-111.5,18.58,10,4018,1110,1570,1111,1.5811,115000,1
-111.5,18.57,9,745,175,197,160,1.158,77500,1
-111.49,18.58,51,569,405,509,167,0.9196,117500,1
-111.48,18.58,41,1811,566,761,501,1.145,117500,1
-111.48,18.57,47,1418,804,1148,747,1.4101,141700,1
-111.48,18.57,51,567,191,171,187,1.615,187500,1
-111.49,18.57,49,1114,491,614,411,1.7568,91800,1
-111.49,18.57,18,1410,967,1091,819,1.1109,87900,1
-111.47,18.57,19,1160,168,589,118,1.1691,150000,1
-111.47,18.57,48,1116,916,1441,877,1.9014,111900,1
-111.48,18.57,18,1809,805,1141,785,1.8511,114100,1
